age,marital_status,education_level,gender,percent_hike,distance_from_home,sourcing_channel,total_rounds,date_1st_contact,date_offered,satisfaction_index,no_companies_worked,career_growth,flexi_work,total_experience,timely_communication,offer_dropped,Time_to_offer
39,married,Master Degree,Male,16,<15 kms,Social Media,9,12/20/2015,1/28/2016,77,4,Lateral,No,15,No,No,39
37,married,Associate Degree,Male,12,<15 kms,Company Website,10,3/29/2015,4/2/2015,46,8,Lateral,No,13,No,No,4
30,married,Associate Certification,Male,24,<15 kms,Social Media,3,1/21/2016,2/18/2016,38,4,Lateral,Yes,6,No,No,28
34,married,Master Degree,Male,28,<15 kms,Consultants,8,4/30/2015,10/12/2015,17,5,Lateral,No,10,No,Yes,165
31,married,Bachelor Degree,Male,19,> 20 kms,Internal Referrals,8,6/5/2015,10/30/2015,15,5,Lateral,Yes,7,No,Yes,147
34,married,Master Degree,Male,20,15-20 kms,Company Website,4,9/22/2015,9/26/2015,61,4,Lateral,Yes,10,Yes,No,4
35,divorced,Master Degree,Male,20,<15 kms,Consultants,9,12/20/2015,5/23/2016,29,8,Lateral,Yes,11,No,Yes,155
27,married,Bachelor Degree,Male,22,> 20 kms,Job Portals,3,6/9/2015,6/30/2015,82,5,Lateral,No,6,Yes,No,21
37,married,Associate Degree,Male,13,15-20 kms,Job Portals,4,6/27/2016,7/3/2016,85,6,Vertical,Yes,13,No,No,6
33,married,Associate Certification,Male,25,<15 kms,Consultants,8,4/2/2016,8/20/2016,30,8,Lateral,No,9,No,Yes,140
39,divorced,Associate Degree,Male,13,15-20 kms,Social Media,7,11/1/2015,11/30/2015,92,6,Lateral,Yes,15,No,No,29
30,single,Associate Certification,Male,19,15-20 kms,Job Portals,4,7/17/2015,8/22/2015,42,4,Lateral,No,6,No,No,36
32,divorced,Associate Certification,Male,20,> 20 kms,Consultants,8,12/20/2015,5/11/2016,17,4,Lateral,No,8,No,Yes,143
33,single,Bachelor Degree,Male,13,> 20 kms,Job Portals,6,5/8/2016,5/27/2016,85,6,Lateral,Yes,9,Yes,No,19
35,married,Associate Certification,Male,30,> 20 kms,Consultants,8,9/17/2015,2/17/2016,28,3,Lateral,No,11,No,Yes,153
33,married,Associate Certification,Male,23,15-20 kms,Job Portals,8,11/13/2015,12/1/2015,58,3,Vertical,No,9,Yes,No,18
32,married,Bachelor Degree,Male,30,<15 kms,Consultants,9,12/25/2015,5/31/2016,19,4,Lateral,No,8,No,Yes,158
35,married,Associate Degree,Male,23,<15 kms,Internal Referrals,8,7/10/2015,12/16/2015,20,8,Lateral,Yes,11,No,Yes,159
38,divorced,Bachelor Degree,Male,15,<15 kms,Social Media,3,12/24/2015,1/12/2016,54,7,Lateral,Yes,14,No,No,19
25,single,Associate Degree,Male,27,> 20 kms,Consultants,9,8/16/2015,1/19/2016,24,2,Lateral,Yes,1,No,Yes,156
38,married,Associate Certification,Male,18,<15 kms,Consultants,3,6/14/2015,7/10/2015,26,3,Vertical,No,14,No,No,26
35,married,Master Degree,Male,18,15-20 kms,Job Portals,8,10/16/2015,10/23/2015,72,4,Lateral,Yes,11,No,No,7
39,married,Associate Degree,Male,19,> 20 kms,Job Portals,9,6/6/2016,11/12/2016,24,4,Lateral,No,15,No,Yes,159
33,single,Associate Degree,Male,18,<15 kms,Consultants,10,9/18/2015,2/8/2016,20,3,Lateral,Yes,9,No,Yes,143
39,married,Master Degree,Male,15,<15 kms,Company Website,4,3/14/2016,3/23/2016,69,3,Lateral,No,15,Yes,No,9
33,married,Associate Certification,Male,13,15-20 kms,Company Website,3,7/17/2015,8/3/2015,77,3,Vertical,Yes,9,No,No,17
38,married,Bachelor Degree,Male,15,> 20 kms,Social Media,3,10/15/2015,11/15/2015,32,8,Lateral,No,14,Yes,No,31
34,married,Master Degree,Male,26,> 20 kms,Consultants,8,12/24/2015,5/27/2016,30,3,Lateral,Yes,10,No,Yes,155
25,single,Bachelor Degree,Male,17,> 20 kms,Job Portals,8,3/17/2015,4/19/2015,36,1,Lateral,No,1,No,No,33
36,married,Associate Certification,Male,16,> 20 kms,Consultants,8,7/27/2015,1/2/2016,25,7,Lateral,Yes,12,No,Yes,159
35,married,Associate Degree,Male,20,15-20 kms,Social Media,5,2/2/2016,2/18/2016,54,6,Vertical,Yes,11,Yes,No,16
36,divorced,Bachelor Degree,Male,23,<15 kms,Internal Referrals,8,12/24/2015,6/7/2016,24,6,Lateral,No,12,No,Yes,166
30,married,Bachelor Degree,Male,17,15-20 kms,Company Website,5,6/24/2015,7/31/2015,47,5,Vertical,No,6,No,No,37
42,married,Bachelor Degree,Male,16,<15 kms,Job Portals,6,6/19/2015,6/27/2015,72,8,Lateral,Yes,18,Yes,No,8
43,married,Bachelor Degree,Male,18,> 20 kms,Job Portals,3,11/13/2015,12/20/2015,91,5,Lateral,No,19,Yes,No,37
30,married,Associate Degree,Male,18,> 20 kms,Consultants,9,10/29/2015,3/17/2016,20,4,Lateral,No,6,No,Yes,140
33,married,Associate Degree,Male,10,<15 kms,Consultants,3,1/21/2016,2/16/2016,36,8,Vertical,Yes,9,Yes,No,26
34,married,Bachelor Degree,Male,22,> 20 kms,Social Media,9,9/22/2015,3/13/2016,24,8,Lateral,No,10,No,Yes,173
41,married,Associate Certification,Male,19,<15 kms,Social Media,7,10/16/2015,11/3/2015,73,7,Vertical,No,17,No,No,18
33,single,Associate Degree,Male,18,15-20 kms,Job Portals,10,3/29/2015,4/17/2015,44,6,Lateral,No,9,Yes,No,19
32,married,Associate Certification,Male,28,> 20 kms,Internal Referrals,8,1/11/2015,6/21/2015,21,7,Lateral,No,8,No,Yes,161
45,married,Bachelor Degree,Male,15,> 20 kms,Company Website,9,3/22/2016,4/2/2016,56,3,Lateral,No,21,No,No,11
34,divorced,Master Degree,Male,28,> 20 kms,Consultants,9,10/15/2015,3/29/2016,25,4,Lateral,No,10,No,Yes,166
30,single,Bachelor Degree,Male,12,<15 kms,Job Portals,3,1/3/2015,2/6/2015,85,3,Vertical,No,6,No,No,34
25,married,Associate Certification,Male,14,<15 kms,Job Portals,6,2/22/2016,2/27/2016,60,2,Vertical,Yes,2,Yes,No,5
39,married,Bachelor Degree,Male,17,> 20 kms,Job Portals,3,3/14/2016,4/13/2016,39,7,Vertical,Yes,15,No,No,30
45,married,Associate Certification,Male,10,15-20 kms,Company Website,10,7/31/2015,8/29/2015,49,8,Vertical,Yes,21,Yes,No,29
36,married,Associate Degree,Male,18,> 20 kms,Consultants,6,2/17/2016,3/20/2016,37,4,Vertical,No,12,No,No,32
41,married,Associate Degree,Male,27,> 20 kms,Job Portals,10,1/3/2015,5/27/2015,24,8,Lateral,Yes,17,No,Yes,144
42,married,Associate Degree,Male,11,<15 kms,Consultants,3,3/5/2015,3/27/2015,31,6,Vertical,Yes,18,Yes,No,22
31,married,Bachelor Degree,Male,28,> 20 kms,Consultants,8,12/20/2015,5/27/2016,25,4,Lateral,Yes,7,No,Yes,159
46,married,Associate Degree,Male,21,> 20 kms,Job Portals,9,2/3/2015,7/23/2015,25,7,Lateral,No,22,No,Yes,170
44,married,Associate Certification,Male,22,> 20 kms,Social Media,4,5/6/2016,5/19/2016,70,7,Lateral,No,20,No,No,13
44,married,Master Degree,Male,23,<15 kms,Internal Referrals,8,2/27/2016,7/19/2016,16,7,Lateral,No,20,No,Yes,143
31,divorced,Associate Degree,Male,14,15-20 kms,Social Media,4,6/24/2015,7/5/2015,31,5,Lateral,No,7,No,No,11
29,married,Bachelor Degree,Male,16,> 20 kms,Job Portals,3,3/29/2015,4/28/2015,60,4,Lateral,No,5,Yes,No,30
33,single,Associate Degree,Male,21,> 20 kms,Internal Referrals,8,5/25/2015,11/1/2015,27,6,Lateral,Yes,9,No,Yes,160
26,married,Associate Degree,Male,23,> 20 kms,Consultants,10,12/17/2015,5/19/2016,16,1,Lateral,No,2,No,Yes,154
25,married,Bachelor Degree,Male,18,> 20 kms,Job Portals,3,4/10/2016,4/11/2016,81,1,Lateral,Yes,1,Yes,No,1
39,married,Associate Certification,Male,17,> 20 kms,Consultants,9,2/8/2015,7/5/2015,22,4,Lateral,No,15,No,Yes,147
39,married,Associate Certification,Male,16,> 20 kms,Consultants,10,2/15/2016,7/11/2016,26,4,Lateral,No,15,No,Yes,147
30,divorced,Associate Certification,Male,16,<15 kms,Job Portals,10,3/5/2015,8/2/2015,27,3,Lateral,Yes,6,No,Yes,150
25,married,Bachelor Degree,Male,26,> 20 kms,Consultants,8,10/19/2015,3/15/2016,20,1,Lateral,Yes,1,No,Yes,148
43,married,Bachelor Degree,Male,27,<15 kms,Consultants,10,10/16/2015,4/1/2016,19,7,Lateral,Yes,19,No,Yes,168
42,single,Bachelor Degree,Male,24,> 20 kms,Social Media,10,6/12/2015,11/18/2015,20,5,Lateral,No,18,No,Yes,159
33,married,Bachelor Degree,Male,19,> 20 kms,Consultants,10,12/24/2015,6/13/2016,28,7,Lateral,No,9,No,Yes,172
42,married,Bachelor Degree,Male,16,<15 kms,Consultants,10,2/20/2016,8/10/2016,29,5,Lateral,No,18,No,Yes,172
43,married,Associate Degree,Male,16,> 20 kms,Consultants,3,7/15/2015,8/5/2015,66,8,Vertical,No,19,Yes,No,21
46,married,Associate Degree,Male,25,> 20 kms,Internal Referrals,9,1/27/2016,6/17/2016,21,6,Lateral,No,22,No,Yes,142
44,married,Master Degree,Male,16,15-20 kms,Company Website,6,4/9/2016,5/12/2016,27,8,Lateral,No,20,Yes,No,33
26,married,Associate Certification,Male,24,<15 kms,Internal Referrals,8,8/25/2015,1/24/2016,16,2,Lateral,No,2,No,Yes,152
46,married,Associate Certification,Male,12,<15 kms,Job Portals,3,4/19/2016,5/9/2016,84,7,Vertical,Yes,22,Yes,No,20
41,married,Bachelor Degree,Male,19,> 20 kms,Consultants,4,4/2/2016,5/4/2016,50,8,Lateral,No,17,No,No,32
38,married,Bachelor Degree,Male,29,> 20 kms,Internal Referrals,8,6/16/2015,11/26/2015,18,4,Lateral,Yes,14,No,Yes,163
40,married,Associate Certification,Male,12,15-20 kms,Social Media,3,2/1/2016,2/21/2016,85,4,Vertical,No,16,Yes,No,20
28,married,Bachelor Degree,Male,21,> 20 kms,Job Portals,8,3/27/2015,8/24/2015,23,5,Lateral,Yes,4,No,Yes,150
35,married,Associate Certification,Male,28,<15 kms,Consultants,9,6/16/2015,11/20/2015,22,8,Lateral,Yes,11,No,Yes,157
29,married,Bachelor Degree,Male,25,> 20 kms,Social Media,3,6/19/2015,7/11/2015,53,5,Vertical,No,5,No,No,22
34,married,Associate Degree,Male,18,> 20 kms,Social Media,10,6/4/2016,11/25/2016,26,3,Lateral,Yes,6,No,Yes,174
25,married,Associate Degree,Male,26,> 20 kms,Company Website,9,3/31/2015,9/2/2015,17,2,Lateral,No,1,No,Yes,155
32,married,Associate Degree,Male,15,15-20 kms,Social Media,3,12/17/2015,1/24/2016,79,7,Lateral,Yes,8,No,No,38
31,single,Associate Degree,Male,16,<15 kms,Company Website,3,5/3/2016,6/5/2016,64,5,Lateral,Yes,7,No,No,33
37,single,Associate Degree,Male,19,> 20 kms,Consultants,9,7/17/2015,8/14/2015,37,3,Vertical,No,13,No,No,28
34,married,Associate Certification,Male,23,<15 kms,Internal Referrals,9,1/21/2016,7/2/2016,22,8,Lateral,No,10,No,Yes,163
44,single,Master Degree,Male,23,> 20 kms,Consultants,10,1/10/2015,6/15/2015,21,6,Lateral,Yes,20,No,Yes,156
45,single,Master Degree,Male,15,15-20 kms,Social Media,9,4/23/2015,5/26/2015,35,8,Lateral,Yes,21,No,No,33
40,single,Associate Certification,Male,27,15-20 kms,Job Portals,9,2/6/2015,7/2/2015,22,3,Lateral,Yes,13,No,Yes,146
45,married,Associate Degree,Male,29,> 20 kms,Company Website,8,7/18/2015,12/20/2015,30,6,Lateral,No,21,No,Yes,155
46,married,Master Degree,Male,20,15-20 kms,Job Portals,10,3/14/2015,9/7/2015,27,6,Lateral,No,22,No,Yes,177
35,married,Associate Degree,Male,19,<15 kms,Consultants,10,4/9/2015,5/10/2015,71,5,Lateral,Yes,11,Yes,No,31
29,divorced,Associate Degree,Male,18,15-20 kms,Social Media,8,12/24/2015,1/13/2016,63,4,Lateral,No,5,Yes,No,20
35,married,Master Degree,Male,30,15-20 kms,Social Media,9,3/14/2015,8/20/2015,29,8,Lateral,Yes,11,No,Yes,159
40,divorced,Bachelor Degree,Male,20,15-20 kms,Job Portals,10,7/18/2015,12/14/2015,15,5,Lateral,Yes,16,No,Yes,149
38,married,Master Degree,Male,20,15-20 kms,Consultants,10,6/16/2015,11/21/2015,16,5,Lateral,No,14,No,Yes,158
31,married,Associate Degree,Male,17,15-20 kms,Internal Referrals,8,8/17/2015,2/5/2016,20,3,Lateral,Yes,7,No,Yes,172
25,single,Bachelor Degree,Male,19,15-20 kms,Consultants,8,6/24/2015,12/4/2015,21,1,Lateral,Yes,1,No,Yes,163
32,married,Associate Certification,Male,21,<15 kms,Social Media,9,12/25/2015,5/31/2016,19,6,Lateral,Yes,8,No,Yes,158
40,divorced,Master Degree,Male,18,<15 kms,Social Media,3,7/16/2015,7/30/2015,62,3,Vertical,No,16,No,No,14
35,married,Associate Degree,Male,28,<15 kms,Consultants,10,9/22/2015,3/9/2016,25,3,Lateral,No,11,No,Yes,169
25,married,Bachelor Degree,Male,25,> 20 kms,Consultants,10,6/7/2015,11/6/2015,30,1,Lateral,No,1,No,Yes,152
45,single,Bachelor Degree,Male,14,15-20 kms,Social Media,10,1/19/2016,2/21/2016,91,3,Lateral,No,21,No,No,33
35,single,Bachelor Degree,Male,15,15-20 kms,Job Portals,3,2/7/2015,2/26/2015,82,7,Vertical,Yes,11,Yes,No,19
36,divorced,Bachelor Degree,Male,20,<15 kms,Social Media,10,4/25/2016,10/22/2016,15,6,Lateral,Yes,12,No,Yes,180
34,married,Associate Certification,Male,25,> 20 kms,Job Portals,8,3/14/2016,9/10/2016,17,5,Lateral,No,10,No,Yes,180
41,married,Bachelor Degree,Male,13,15-20 kms,Social Media,3,3/13/2015,3/29/2015,78,5,Vertical,No,17,No,No,16
38,married,Associate Certification,Male,10,<15 kms,Job Portals,7,5/3/2016,5/11/2016,95,8,Lateral,Yes,14,No,No,8
35,married,Associate Degree,Male,19,15-20 kms,Company Website,10,11/14/2015,12/5/2015,88,5,Vertical,Yes,11,No,No,21
33,married,Associate Certification,Male,14,<15 kms,Social Media,5,3/31/2015,4/4/2015,80,3,Lateral,Yes,9,Yes,No,4
37,married,Bachelor Degree,Male,22,> 20 kms,Social Media,9,6/19/2015,11/20/2015,21,3,Lateral,Yes,10,No,Yes,154
32,married,Associate Certification,Male,16,<15 kms,Consultants,3,4/22/2016,5/17/2016,95,5,Vertical,Yes,8,No,No,25
37,married,Master Degree,Male,15,<15 kms,Job Portals,8,7/16/2015,8/14/2015,66,5,Vertical,No,13,No,No,29
38,married,Associate Certification,Male,26,> 20 kms,Company Website,10,3/27/2015,8/21/2015,18,8,Lateral,No,14,No,Yes,147
45,married,Bachelor Degree,Male,30,<15 kms,Company Website,10,12/20/2015,5/19/2016,16,8,Lateral,No,21,No,Yes,151
34,married,Bachelor Degree,Male,19,<15 kms,Consultants,10,12/24/2015,6/8/2016,22,8,Lateral,No,10,No,Yes,167
38,married,Associate Degree,Male,27,15-20 kms,Consultants,9,1/7/2015,5/29/2015,18,6,Lateral,Yes,14,No,Yes,142
25,married,Associate Degree,Male,25,<15 kms,Consultants,9,3/31/2015,9/16/2015,26,1,Lateral,Yes,1,No,Yes,169
32,married,Associate Degree,Male,19,<15 kms,Job Portals,10,5/12/2015,5/28/2015,33,5,Vertical,Yes,8,No,No,16
26,married,Associate Certification,Male,13,> 20 kms,Company Website,6,10/16/2015,10/27/2015,88,1,Lateral,Yes,2,Yes,No,11
35,married,Bachelor Degree,Male,25,<15 kms,Internal Referrals,10,8/17/2015,2/6/2016,25,3,Lateral,No,7,No,Yes,173
46,married,Bachelor Degree,Male,17,> 20 kms,Consultants,5,6/24/2015,8/1/2015,41,3,Lateral,No,22,No,No,38
42,married,Associate Degree,Male,11,15-20 kms,Job Portals,6,5/7/2016,5/16/2016,63,3,Lateral,No,18,Yes,No,9
42,single,Master Degree,Male,11,<15 kms,Social Media,7,5/25/2015,7/1/2015,27,5,Vertical,No,18,Yes,No,37
43,married,Associate Certification,Male,12,> 20 kms,Job Portals,8,4/30/2015,6/6/2015,62,7,Vertical,No,19,No,No,37
25,divorced,Associate Certification,Male,10,> 20 kms,Consultants,3,6/12/2015,7/13/2015,40,1,Vertical,Yes,1,Yes,No,31
29,married,Associate Degree,Male,18,<15 kms,Job Portals,10,8/25/2015,2/11/2016,29,4,Lateral,Yes,5,No,Yes,170
30,married,Associate Certification,Male,12,15-20 kms,Job Portals,5,3/27/2015,4/5/2015,41,3,Lateral,Yes,6,No,No,9
28,married,Bachelor Degree,Male,12,> 20 kms,Social Media,7,10/12/2015,11/12/2015,32,5,Vertical,Yes,4,Yes,No,31
32,married,Associate Degree,Male,23,> 20 kms,Social Media,10,12/20/2015,5/17/2016,20,4,Lateral,No,8,No,Yes,149
41,single,Master Degree,Male,21,> 20 kms,Job Portals,10,5/9/2015,11/3/2015,27,3,Lateral,Yes,6,No,Yes,178
35,married,Bachelor Degree,Male,28,> 20 kms,Social Media,10,12/20/2015,5/26/2016,18,3,Lateral,No,11,No,Yes,158
29,married,Associate Degree,Male,13,15-20 kms,Job Portals,3,1/3/2015,1/21/2015,53,3,Lateral,Yes,5,Yes,No,18
35,married,Master Degree,Male,22,<15 kms,Job Portals,9,5/17/2016,10/18/2016,17,3,Lateral,No,11,No,Yes,154
25,married,Bachelor Degree,Male,14,<15 kms,Job Portals,3,1/9/2015,2/17/2015,91,2,Lateral,No,2,No,No,39
39,married,Bachelor Degree,Male,29,> 20 kms,Social Media,9,10/16/2015,3/4/2016,22,6,Lateral,No,15,No,Yes,140
45,divorced,Associate Degree,Male,21,<15 kms,Job Portals,5,6/16/2015,7/11/2015,66,4,Lateral,No,21,Yes,No,25
35,married,Associate Certification,Male,30,> 20 kms,Consultants,8,4/20/2016,10/7/2016,23,3,Lateral,No,11,No,Yes,170
33,single,Bachelor Degree,Male,30,> 20 kms,Company Website,8,6/6/2015,11/1/2015,20,6,Lateral,No,9,No,Yes,148
40,married,Bachelor Degree,Male,15,<15 kms,Consultants,3,6/19/2015,7/3/2015,69,8,Vertical,No,16,No,No,14
43,married,Master Degree,Male,18,> 20 kms,Job Portals,5,3/14/2016,3/30/2016,88,6,Vertical,No,19,Yes,No,16
34,married,Associate Degree,Male,17,> 20 kms,Social Media,9,1/15/2016,1/29/2016,30,8,Vertical,No,10,No,No,14
36,married,Bachelor Degree,Male,15,> 20 kms,Job Portals,7,11/11/2015,12/2/2015,76,3,Vertical,No,12,No,No,21
26,single,Associate Certification,Male,29,<15 kms,Company Website,9,8/25/2015,2/1/2016,29,1,Lateral,Yes,2,No,Yes,160
42,single,Master Degree,Male,20,<15 kms,Company Website,8,9/24/2015,3/21/2016,20,7,Lateral,No,18,No,Yes,179
41,single,Associate Degree,Male,25,> 20 kms,Consultants,9,7/10/2015,12/5/2015,21,4,Lateral,Yes,17,No,Yes,148
27,married,Bachelor Degree,Male,17,15-20 kms,Internal Referrals,9,2/27/2016,8/9/2016,16,5,Lateral,Yes,3,No,Yes,164
27,married,Bachelor Degree,Male,26,15-20 kms,Internal Referrals,8,5/25/2015,11/21/2015,15,4,Lateral,No,3,No,Yes,180
34,single,Associate Degree,Male,16,<15 kms,Job Portals,9,1/27/2016,2/7/2016,67,5,Vertical,No,10,Yes,No,11
41,single,Associate Certification,Male,11,> 20 kms,Job Portals,7,2/17/2016,2/24/2016,52,3,Lateral,No,17,No,No,7
35,single,Associate Degree,Male,12,<15 kms,Social Media,4,4/2/2016,4/14/2016,92,8,Vertical,No,11,Yes,No,12
40,divorced,Master Degree,Male,19,<15 kms,Social Media,8,4/4/2016,5/5/2016,31,6,Lateral,Yes,16,No,No,31
35,married,Master Degree,Male,23,15-20 kms,Company Website,9,2/22/2016,7/15/2016,19,6,Lateral,Yes,11,No,Yes,144
33,divorced,Associate Certification,Male,14,<15 kms,Social Media,4,1/10/2015,2/6/2015,58,4,Lateral,Yes,9,Yes,No,27
44,single,Associate Certification,Male,18,> 20 kms,Job Portals,3,2/15/2016,2/16/2016,39,3,Lateral,No,20,Yes,No,1
29,divorced,Associate Degree,Male,26,<15 kms,Social Media,8,9/22/2015,3/10/2016,30,5,Lateral,No,5,No,Yes,170
35,single,Bachelor Degree,Male,17,<15 kms,Consultants,10,8/16/2015,8/27/2015,15,7,Lateral,Yes,11,No,Yes,11
36,divorced,Associate Certification,Male,23,15-20 kms,Company Website,10,4/18/2015,5/13/2015,29,3,Lateral,Yes,12,No,Yes,25
37,married,Bachelor Degree,Male,23,<15 kms,Company Website,8,2/15/2016,3/13/2016,16,6,Lateral,No,13,No,Yes,27
39,married,Master Degree,Male,25,15-20 kms,Consultants,10,8/20/2015,9/11/2015,52,3,Vertical,No,15,No,No,22
40,single,Associate Certification,Male,22,15-20 kms,Company Website,8,6/19/2015,6/22/2015,26,8,Lateral,No,16,No,No,3
41,married,Master Degree,Male,20,<15 kms,Company Website,7,1/8/2015,1/25/2015,33,6,Lateral,No,17,Yes,No,17
39,single,Associate Certification,Male,16,> 20 kms,Company Website,9,2/27/2016,4/6/2016,18,5,Lateral,Yes,15,No,Yes,39
37,single,Master Degree,Male,25,> 20 kms,Social Media,3,3/27/2015,5/17/2015,28,3,Lateral,No,10,No,Yes,51
45,single,Associate Certification,Male,27,<15 kms,Internal Referrals,3,3/31/2015,4/27/2015,27,5,Lateral,Yes,21,No,Yes,27
25,married,Associate Certification,Male,23,> 20 kms,Job Portals,3,1/27/2016,3/5/2016,53,1,Lateral,Yes,1,No,No,38
26,married,Associate Degree,Male,18,15-20 kms,Social Media,8,1/21/2016,2/8/2016,46,1,Lateral,Yes,2,No,No,18
34,married,Associate Degree,Male,24,<15 kms,Job Portals,3,4/26/2015,6/9/2015,27,3,Lateral,Yes,6,No,Yes,44
46,single,Associate Certification,Male,26,<15 kms,Job Portals,3,6/9/2015,8/8/2015,28,7,Lateral,No,22,No,Yes,60
33,divorced,Bachelor Degree,Male,14,15-20 kms,Job Portals,5,5/18/2015,6/12/2015,74,8,Vertical,Yes,9,Yes,No,25
36,single,Associate Certification,Male,29,15-20 kms,Consultants,3,2/3/2015,3/16/2015,15,5,Lateral,No,12,No,Yes,41
37,married,Associate Certification,Male,28,<15 kms,Job Portals,3,6/1/2016,7/17/2016,28,6,Lateral,Yes,13,No,Yes,46
43,married,Associate Certification,Male,15,<15 kms,Job Portals,7,7/17/2015,8/10/2015,73,4,Vertical,No,19,Yes,No,24
25,single,Bachelor Degree,Male,27,> 20 kms,Job Portals,8,9/11/2015,10/5/2015,17,2,Lateral,Yes,1,No,Yes,24
41,single,Master Degree,Male,24,> 20 kms,Consultants,3,2/13/2016,3/2/2016,80,3,Lateral,No,17,No,No,18
43,married,Master Degree,Male,10,> 20 kms,Consultants,3,1/27/2016,2/26/2016,77,3,Lateral,No,19,Yes,No,30
32,married,Associate Certification,Male,14,<15 kms,Job Portals,5,8/16/2015,9/23/2015,63,7,Lateral,No,8,No,No,38
26,single,Associate Degree,Male,15,<15 kms,Company Website,3,11/11/2015,12/6/2015,69,1,Lateral,Yes,2,Yes,No,25
26,divorced,Associate Degree,Male,14,15-20 kms,Consultants,8,4/19/2016,5/28/2016,47,2,Lateral,Yes,2,Yes,No,39
35,married,Associate Certification,Male,24,<15 kms,Internal Referrals,3,4/18/2015,5/2/2015,22,8,Lateral,No,11,No,Yes,14
34,divorced,Associate Degree,Male,20,15-20 kms,Company Website,8,8/1/2015,8/27/2015,80,3,Lateral,Yes,10,No,No,26
32,married,Associate Certification,Male,11,> 20 kms,Company Website,10,6/14/2015,7/10/2015,30,5,Vertical,Yes,8,Yes,No,26
32,married,Associate Degree,Male,20,<15 kms,Social Media,8,3/13/2015,4/16/2015,47,3,Lateral,Yes,8,No,No,34
32,married,Bachelor Degree,Male,13,> 20 kms,Social Media,10,6/5/2015,6/18/2015,90,6,Lateral,Yes,8,Yes,No,13
34,married,Associate Certification,Male,14,15-20 kms,Job Portals,7,3/30/2016,4/14/2016,94,3,Vertical,Yes,10,Yes,No,15
43,married,Associate Degree,Male,20,15-20 kms,Social Media,3,4/23/2015,5/2/2015,45,5,Lateral,Yes,19,Yes,No,9
34,single,Associate Certification,Male,20,15-20 kms,Social Media,10,4/12/2015,4/23/2015,36,4,Vertical,Yes,10,Yes,No,11
30,married,Associate Certification,Male,23,<15 kms,Company Website,5,12/17/2015,2/7/2016,19,3,Lateral,Yes,6,No,Yes,52
27,married,Associate Degree,Male,22,> 20 kms,Social Media,3,8/25/2015,9/29/2015,30,4,Lateral,Yes,3,No,Yes,35
40,married,Master Degree,Male,17,<15 kms,Social Media,10,5/12/2015,6/29/2015,24,5,Lateral,Yes,16,No,Yes,48
30,married,Bachelor Degree,Male,24,15-20 kms,Internal Referrals,10,2/17/2016,3/7/2016,17,4,Lateral,Yes,6,No,Yes,19
37,married,Bachelor Degree,Male,25,<15 kms,Consultants,7,9/28/2015,11/5/2015,19,8,Lateral,Yes,13,No,Yes,38
27,married,Associate Certification,Male,19,> 20 kms,Social Media,7,5/10/2016,6/9/2016,30,5,Lateral,Yes,6,No,No,30
34,single,Associate Certification,Male,16,> 20 kms,Company Website,5,11/24/2015,12/31/2015,22,8,Lateral,Yes,10,No,Yes,37
